target,const,pass_index,start,end,peak_time,peak_el,sample_count
STARLINK-4651,STARLINK,2,18:22,18:22,18:22,27.95,5
STARLINK-4651,STARLINK,3,18:24,18:24,18:24,32.2,5
STARLINK-4651,STARLINK,4,18:26,18:26,18:26,16.05,5
STARLINK-4651,STARLINK,5,18:28,18:28,18:28,5.16,5
STARLINK-4652,STARLINK,1,18:30,18:30,18:30,5.99,5
STARLINK-4652,STARLINK,2,18:32,18:32,18:32,16.0,5
STARLINK-4652,STARLINK,3,18:34,18:34,18:34,25.48,5
STARLINK-4652,STARLINK,4,18:36,18:36,18:36,19.26,5
STARLINK-4652,STARLINK,5,18:38,18:38,18:38,8.51,5
STARLINK-4656,STARLINK,1,18:22,18:22,18:22,10.77,5
STARLINK-4656,STARLINK,2,18:24,18:24,18:24,29.58,5
STARLINK-4656,STARLINK,3,18:26,18:26,18:26,71.98,5
STARLINK-4656,STARLINK,4,18:28,18:28,18:28,27.28,5
STARLINK-4656,STARLINK,5,18:30,18:30,18:30,9.82,5
STARLINK-4659,STARLINK,1,22:00,22:00,22:00,6.09,1
STARLINK-4661,STARLINK,1,18:16,18:16,18:16,13.35,5
STARLINK-4661,STARLINK,2,18:18,18:18,18:18,30.66,5
STARLINK-4661,STARLINK,3,18:20,18:20,18:20,35.54,5
STARLINK-4661,STARLINK,4,18:22,18:22,18:22,16.76,5
STARLINK-4661,STARLINK,5,18:24,18:24,18:24,5.37,5
STARLINK-4662,STARLINK,1,19:12,19:12,19:12,9.46,4
STARLINK-4662,STARLINK,2,19:14,19:14,19:14,19.53,4
STARLINK-4662,STARLINK,3,19:16,19:16,19:16,22.58,4
STARLINK-4662,STARLINK,4,19:18,19:18,19:18,13.3,4
STARLINK-4663,STARLINK,1,19:18,19:18,19:18,6.19,1
STARLINK-4664,STARLINK,1,18:00,18:00,18:00,11.02,8
STARLINK-4664,STARLINK,2,18:02,18:02,18:02,10.33,8
STARLINK-4664,STARLINK,3,18:04,18:04,18:04,5.27,8
STARLINK-4664,STARLINK,4,19:36,19:36,19:36,8.68,8
STARLINK-4664,STARLINK,5,19:38,19:38,19:38,22.23,8
STARLINK-4664,STARLINK,6,19:40,19:40,19:40,37.42,8
STARLINK-4664,STARLINK,7,19:42,19:42,19:42,22.65,8
STARLINK-4664,STARLINK,8,19:44,19:44,19:44,8.95,8
STARLINK-4666,STARLINK,1,18:36,18:36,18:36,11.45,8
STARLINK-4666,STARLINK,2,18:38,18:38,18:38,25.79,8
STARLINK-4666,STARLINK,3,18:40,18:40,18:40,32.16,8
STARLINK-4666,STARLINK,4,18:42,18:42,18:42,16.94,8
STARLINK-4666,STARLINK,5,18:44,18:44,18:44,5.8,8
STARLINK-4666,STARLINK,6,20:16,20:16,20:16,7.59,8
STARLINK-4666,STARLINK,7,20:18,20:18,20:18,11.68,8
STARLINK-4666,STARLINK,8,20:20,20:20,20:20,10.12,8
STARLINK-4670,STARLINK,1,18:50,18:50,18:50,12.94,5
STARLINK-4670,STARLINK,2,18:52,18:52,18:52,31.26,5
STARLINK-4670,STARLINK,3,18:54,18:54,18:54,40.43,5
STARLINK-4670,STARLINK,4,18:56,18:56,18:56,18.6,5
STARLINK-4670,STARLINK,5,18:58,18:58,18:58,6.25,5
STARLINK-4672,STARLINK,1,18:14,18:14,18:14,8.73,4
STARLINK-4672,STARLINK,2,18:16,18:16,18:16,13.66,4
STARLINK-4672,STARLINK,3,18:18,18:18,18:18,12.02,4
STARLINK-4672,STARLINK,4,18:20,18:20,18:20,5.84,4
STARLINK-4673,STARLINK,1,18:00,18:00,18:00,5.27,5
STARLINK-4673,STARLINK,2,18:02,18:02,18:02,13.62,5
STARLINK-4673,STARLINK,3,18:04,18:04,18:04,19.57,5
STARLINK-4673,STARLINK,4,18:06,18:06,18:06,14.83,5
STARLINK-4673,STARLINK,5,18:08,18:08,18:08,6.4,5
STARLINK-4674,STARLINK,1,18:18,18:18,18:18,7.56,4
STARLINK-4674,STARLINK,2,18:20,18:20,18:20,12.09,4
STARLINK-4674,STARLINK,3,18:22,18:22,18:22,10.87,4
STARLINK-4674,STARLINK,4,18:24,18:24,18:24,5.32,4
STARLINK-4678,STARLINK,1,18:04,18:04,18:04,9.13,8
STARLINK-4678,STARLINK,2,18:06,18:06,18:06,13.25,8
STARLINK-4678,STARLINK,3,18:08,18:08,18:08,10.91,8
STARLINK-4678,STARLINK,4,19:42,19:42,19:42,10.56,8
STARLINK-4678,STARLINK,5,19:44,19:44,19:44,23.96,8
STARLINK-4678,STARLINK,6,19:46,19:46,19:46,30.96,8
STARLINK-4678,STARLINK,7,19:48,19:48,19:48,17.14,8
STARLINK-4678,STARLINK,8,19:50,19:50,19:50,6.08,8
STARLINK-4679,STARLINK,1,19:26,19:26,19:26,16.19,4
STARLINK-4679,STARLINK,2,19:28,19:28,19:28,40.3,4
STARLINK-4679,STARLINK,3,19:30,19:30,19:30,41.19,4
STARLINK-4679,STARLINK,4,19:32,19:32,19:32,16.64,4
STARLINK-4683,STARLINK,1,18:36,18:36,18:36,8.04,3
STARLINK-4683,STARLINK,2,18:38,18:38,18:38,12.08,3
STARLINK-4683,STARLINK,3,18:40,18:40,18:40,10.25,3
STARLINK-4684,STARLINK,1,18:00,18:00,18:00,19.13,2
STARLINK-4684,STARLINK,2,18:02,18:02,18:02,9.39,2
STARLINK-4685,STARLINK,1,19:00,19:00,19:00,5.5,1
STARLINK-4686,STARLINK,1,19:06,19:06,19:06,8.35,3
STARLINK-4686,STARLINK,2,19:08,19:08,19:08,8.97,3
STARLINK-4686,STARLINK,3,19:10,19:10,19:10,5.23,3
STARLINK-4687,STARLINK,1,19:20,19:20,19:20,13.18,5
STARLINK-4687,STARLINK,2,19:22,19:22,19:22,35.06,5
STARLINK-4687,STARLINK,3,19:24,19:24,19:24,56.64,5
STARLINK-4687,STARLINK,4,19:26,19:26,19:26,21.77,5
STARLINK-4687,STARLINK,5,19:28,19:28,19:28,7.44,5
STARLINK-4689,STARLINK,1,18:24,18:24,18:24,7.59,3
STARLINK-4689,STARLINK,2,18:26,18:26,18:26,10.52,3
STARLINK-4689,STARLINK,3,18:28,18:28,18:28,8.21,3
STARLINK-4691,STARLINK,1,18:30,18:30,18:30,7.23,3
STARLINK-4691,STARLINK,2,18:32,18:32,18:32,8.71,3
STARLINK-4691,STARLINK,3,18:34,18:34,18:34,5.75,3
STARLINK-4692,STARLINK,1,18:18,18:18,18:18,5.71,2
STARLINK-4692,STARLINK,2,18:20,18:20,18:20,6.33,2
STARLINK-4695,STARLINK,1,18:44,18:44,18:44,10.73,4
STARLINK-4695,STARLINK,2,18:46,18:46,18:46,17.72,4
STARLINK-4695,STARLINK,3,18:48,18:48,18:48,15.97,4
STARLINK-4695,STARLINK,4,18:50,18:50,18:50,8.11,4
STARLINK-4699,STARLINK,1,19:00,19:00,19:00,8.94,3
STARLINK-4699,STARLINK,2,19:02,19:02,19:02,11.07,3
STARLINK-4699,STARLINK,3,19:04,19:04,19:04,7.74,3
STARLINK-4700,STARLINK,1,18:00,18:00,18:00,8.93,1
STARLINK-4701,STARLINK,1,18:02,18:02,18:02,5.99,5
STARLINK-4701,STARLINK,2,18:04,18:04,18:04,18.84,5
STARLINK-4701,STARLINK,3,18:06,18:06,18:06,48.24,5
STARLINK-4701,STARLINK,4,18:08,18:08,18:08,38.78,5
STARLINK-4701,STARLINK,5,18:10,18:10,18:10,14.94,5
STARLINK-4703,STARLINK,1,19:22,19:22,19:22,8.8,9
STARLINK-4703,STARLINK,2,19:24,19:24,19:24,13.5,9
STARLINK-4703,STARLINK,3,19:26,19:26,19:26,11.74,9
STARLINK-4703,STARLINK,4,19:28,19:28,19:28,5.62,9
STARLINK-4703,STARLINK,5,21:00,21:00,21:00,9.41,9
STARLINK-4703,STARLINK,6,21:02,21:02,21:02,22.01,9
STARLINK-4703,STARLINK,7,21:04,21:04,21:04,30.54,9
STARLINK-4703,STARLINK,8,21:06,21:06,21:06,18.07,9
STARLINK-4703,STARLINK,9,21:08,21:08,21:08,6.79,9
STARLINK-4705,STARLINK,1,18:54,18:54,18:54,9.03,3
STARLINK-4705,STARLINK,2,18:56,18:56,18:56,12.99,3
STARLINK-4705,STARLINK,3,18:58,18:58,18:58,10.54,3
STARLINK-4706,STARLINK,1,19:30,19:30,19:30,6.41,5
STARLINK-4706,STARLINK,2,19:32,19:32,19:32,18.96,5
STARLINK-4706,STARLINK,3,19:34,19:34,19:34,41.02,5
STARLINK-4706,STARLINK,4,19:36,19:36,19:36,30.84,5
STARLINK-4706,STARLINK,5,19:38,19:38,19:38,12.72,5
STARLINK-4709,STARLINK,1,18:38,18:38,18:38,11.66,9
STARLINK-4709,STARLINK,2,18:40,18:40,18:40,19.68,9
STARLINK-4709,STARLINK,3,18:42,18:42,18:42,17.8,9
STARLINK-4709,STARLINK,4,18:44,18:44,18:44,9.05,9
STARLINK-4709,STARLINK,5,20:16,20:16,20:16,6.6,9
STARLINK-4709,STARLINK,6,20:18,20:18,20:18,15.25,9
STARLINK-4709,STARLINK,7,20:20,20:20,20:20,20.07,9
STARLINK-4709,STARLINK,8,20:22,20:22,20:22,13.82,9
STARLINK-4709,STARLINK,9,20:24,20:24,20:24,5.35,9
STARLINK-4710,STARLINK,1,19:24,19:24,19:24,5.74,4
STARLINK-4710,STARLINK,2,19:26,19:26,19:26,13.33,4
STARLINK-4710,STARLINK,3,19:28,19:28,19:28,17.13,4
STARLINK-4710,STARLINK,4,19:30,19:30,19:30,12.02,4
STARLINK-4712,STARLINK,1,18:20,18:20,18:20,11.43,9
STARLINK-4712,STARLINK,2,18:22,18:22,18:22,20.39,9
STARLINK-4712,STARLINK,3,18:24,18:24,18:24,19.5,9
STARLINK-4712,STARLINK,4,18:26,18:26,18:26,10.26,9
STARLINK-4712,STARLINK,5,19:58,19:58,19:58,5.64,9
STARLINK-4712,STARLINK,6,20:00,20:00,20:00,13.8,9
STARLINK-4712,STARLINK,7,20:02,20:02,20:02,18.87,9
STARLINK-4712,STARLINK,8,20:04,20:04,20:04,13.76,9
STARLINK-4712,STARLINK,9,20:06,20:06,20:06,5.62,9
STARLINK-4714,STARLINK,1,18:42,18:42,18:42,5.49,1
STARLINK-4715,STARLINK,1,18:38,18:38,18:38,8.0,5
STARLINK-4715,STARLINK,2,18:40,18:40,18:40,23.03,5
STARLINK-4715,STARLINK,3,18:42,18:42,18:42,59.86,5
STARLINK-4715,STARLINK,4,18:44,18:44,18:44,33.4,5
STARLINK-4715,STARLINK,5,18:46,18:46,18:46,12.5,5
STARLINK-4716,STARLINK,1,18:12,18:12,18:12,7.04,4
STARLINK-4716,STARLINK,2,18:14,18:14,18:14,13.11,4
STARLINK-4716,STARLINK,3,18:16,18:16,18:16,13.66,4
STARLINK-4716,STARLINK,4,18:18,18:18,18:18,8.0,4
STARLINK-4717,STARLINK,1,18:36,18:36,18:36,6.47,2
STARLINK-4717,STARLINK,2,18:38,18:38,18:38,6.74,2
STARLINK-4718,STARLINK,1,19:06,19:06,19:06,9.29,9
STARLINK-4718,STARLINK,2,19:08,19:08,19:08,20.16,9
STARLINK-4718,STARLINK,3,19:10,19:10,19:10,25.07,9
STARLINK-4718,STARLINK,4,19:12,19:12,19:12,15.1,9
STARLINK-4718,STARLINK,5,19:14,19:14,19:14,5.38,9
STARLINK-4718,STARLINK,6,20:46,20:46,20:46,9.54,9
STARLINK-4718,STARLINK,7,20:48,20:48,20:48,15.45,9
STARLINK-4718,STARLINK,8,20:50,20:50,20:50,13.92,9
STARLINK-4718,STARLINK,9,20:52,20:52,20:52,7.05,9
STARLINK-4719,STARLINK,1,19:00,19:00,19:00,6.38,9
STARLINK-4719,STARLINK,2,19:02,19:02,19:02,15.61,9
STARLINK-4719,STARLINK,3,19:04,19:04,19:04,22.24,9
STARLINK-4719,STARLINK,4,19:06,19:06,19:06,16.03,9
STARLINK-4719,STARLINK,5,19:08,19:08,19:08,6.73,9
STARLINK-4719,STARLINK,6,20:40,20:40,20:40,8.79,9
STARLINK-4719,STARLINK,7,20:42,20:42,20:42,16.59,9
STARLINK-4719,STARLINK,8,20:44,20:44,20:44,17.47,9
STARLINK-4719,STARLINK,9,20:46,20:46,20:46,10.13,9
STARLINK-4722,STARLINK,1,18:08,18:08,18:08,5.1,8
STARLINK-4722,STARLINK,2,18:10,18:10,18:10,11.99,8
STARLINK-4722,STARLINK,3,18:12,18:12,18:12,15.36,8
STARLINK-4722,STARLINK,4,18:14,18:14,18:14,11.01,8
STARLINK-4722,STARLINK,5,19:48,19:48,19:48,12.31,8
STARLINK-4722,STARLINK,6,19:50,19:50,19:50,24.26,8
STARLINK-4722,STARLINK,7,19:52,19:52,19:52,24.66,8
STARLINK-4722,STARLINK,8,19:54,19:54,19:54,12.76,8
STARLINK-4723,STARLINK,1,18:14,18:14,18:14,8.22,8
STARLINK-4723,STARLINK,2,18:16,18:16,18:16,16.34,8
STARLINK-4723,STARLINK,3,18:18,18:18,18:18,18.4,8
STARLINK-4723,STARLINK,4,18:20,18:20,18:20,11.26,8
STARLINK-4723,STARLINK,5,19:54,19:54,19:54,13.06,8
STARLINK-4723,STARLINK,6,19:56,19:56,19:56,21.3,8
STARLINK-4723,STARLINK,7,19:58,19:58,19:58,17.95,8
STARLINK-4723,STARLINK,8,20:00,20:00,20:00,8.6,8
STARLINK-4726,STARLINK,1,18:56,18:56,18:56,15.51,4
STARLINK-4726,STARLINK,2,18:58,18:58,18:58,33.32,4
STARLINK-4726,STARLINK,3,19:00,19:00,19:00,31.3,4
STARLINK-4726,STARLINK,4,19:02,19:02,19:02,14.1,4
STARLINK-4728,STARLINK,1,18:46,18:46,18:46,6.91,8
STARLINK-4728,STARLINK,2,18:48,18:48,18:48,19.99,8
STARLINK-4728,STARLINK,3,18:50,18:50,18:50,43.84,8
STARLINK-4728,STARLINK,4,18:52,18:52,18:52,30.96,8
STARLINK-4728,STARLINK,5,18:54,18:54,18:54,12.5,8
STARLINK-4728,STARLINK,6,20:28,20:28,20:28,7.01,8
STARLINK-4728,STARLINK,7,20:30,20:30,20:30,8.23,8
STARLINK-4728,STARLINK,8,20:32,20:32,20:32,5.23,8
STARLINK-4729,STARLINK,1,18:44,18:44,18:44,7.74,5
STARLINK-4729,STARLINK,2,18:46,18:46,18:46,19.17,5
STARLINK-4729,STARLINK,3,18:48,18:48,18:48,29.08,5
STARLINK-4729,STARLINK,4,18:50,18:50,18:50,19.28,5
STARLINK-4729,STARLINK,5,18:52,18:52,18:52,7.85,5
STARLINK-4730,STARLINK,1,18:54,18:54,18:54,13.68,7
STARLINK-4730,STARLINK,2,18:56,18:56,18:56,35.61,7
STARLINK-4730,STARLINK,3,18:58,18:58,18:58,51.39,7
STARLINK-4730,STARLINK,4,19:00,19:00,19:00,20.49,7
STARLINK-4730,STARLINK,5,19:02,19:02,19:02,6.88,7
STARLINK-4730,STARLINK,6,20:36,20:36,20:36,6.33,7
STARLINK-4730,STARLINK,7,20:38,20:38,20:38,5.28,7
STARLINK-4732,STARLINK,1,18:06,18:06,18:06,13.16,8
STARLINK-4732,STARLINK,2,18:08,18:08,18:08,31.5,8
STARLINK-4732,STARLINK,3,18:10,18:10,18:10,39.73,8
STARLINK-4732,STARLINK,4,18:12,18:12,18:12,18.27,8
STARLINK-4732,STARLINK,5,18:14,18:14,18:14,6.08,8
STARLINK-4732,STARLINK,6,19:46,19:46,19:46,5.88,8
STARLINK-4732,STARLINK,7,19:48,19:48,19:48,8.96,8
STARLINK-4732,STARLINK,8,19:50,19:50,19:50,7.51,8
STARLINK-4734,STARLINK,1,18:58,18:58,18:58,13.37,6
STARLINK-4734,STARLINK,2,19:00,19:00,19:00,35.85,6
STARLINK-4734,STARLINK,3,19:02,19:02,19:02,58.58,6
STARLINK-4734,STARLINK,4,19:04,19:04,19:04,21.88,6
STARLINK-4734,STARLINK,5,19:06,19:06,19:06,7.45,6
STARLINK-4734,STARLINK,6,20:40,20:40,20:40,5.24,6
STARLINK-4737,STARLINK,1,20:50,20:50,20:50,11.0,5
STARLINK-4737,STARLINK,2,20:52,20:52,20:52,29.09,5
STARLINK-4737,STARLINK,3,20:54,20:54,20:54,55.15,5
STARLINK-4737,STARLINK,4,20:56,20:56,20:56,24.44,5
STARLINK-4737,STARLINK,5,20:58,20:58,20:58,8.87,5
STARLINK-4738,STARLINK,1,19:40,19:40,19:40,5.02,8
STARLINK-4738,STARLINK,2,19:42,19:42,19:42,6.96,8
STARLINK-4738,STARLINK,3,19:44,19:44,19:44,5.1,8
STARLINK-4738,STARLINK,4,21:18,21:18,21:18,13.89,8
STARLINK-4738,STARLINK,5,21:20,21:20,21:20,36.8,8
STARLINK-4738,STARLINK,6,21:22,21:22,21:22,53.88,8
STARLINK-4738,STARLINK,7,21:24,21:24,21:24,20.65,8
STARLINK-4738,STARLINK,8,21:26,21:26,21:26,6.89,8
STARLINK-4739,STARLINK,1,18:26,18:26,18:26,7.61,9
STARLINK-4739,STARLINK,2,18:28,18:28,18:28,17.69,9
STARLINK-4739,STARLINK,3,18:30,18:30,18:30,24.27,9
STARLINK-4739,STARLINK,4,18:32,18:32,18:32,16.21,9
STARLINK-4739,STARLINK,5,18:34,18:34,18:34,6.43,9
STARLINK-4739,STARLINK,6,20:06,20:06,20:06,8.84,9
STARLINK-4739,STARLINK,7,20:08,20:08,20:08,15.68,9
STARLINK-4739,STARLINK,8,20:10,20:10,20:10,15.52,9
STARLINK-4739,STARLINK,9,20:12,20:12,20:12,8.61,9
STARLINK-4740,STARLINK,1,19:00,19:00,19:00,6.32,5
STARLINK-4740,STARLINK,2,19:02,19:02,19:02,17.49,5
STARLINK-4740,STARLINK,3,19:04,19:04,19:04,30.77,5
STARLINK-4740,STARLINK,4,19:06,19:06,19:06,23.11,5
STARLINK-4740,STARLINK,5,19:08,19:08,19:08,10.09,5
STARLINK-4742,STARLINK,1,18:30,18:30,18:30,8.12,9
STARLINK-4742,STARLINK,2,18:32,18:32,18:32,19.65,9
STARLINK-4742,STARLINK,3,18:34,18:34,18:34,29.09,9
STARLINK-4742,STARLINK,4,18:36,18:36,18:36,18.91,9
STARLINK-4742,STARLINK,5,18:38,18:38,18:38,7.6,9
STARLINK-4742,STARLINK,6,20:10,20:10,20:10,7.18,9
STARLINK-4742,STARLINK,7,20:12,20:12,20:12,12.92,9
STARLINK-4742,STARLINK,8,20:14,20:14,20:14,13.02,9
STARLINK-4742,STARLINK,9,20:16,20:16,20:16,7.37,9
STARLINK-4743,STARLINK,1,18:52,18:52,18:52,10.0,7
STARLINK-4743,STARLINK,2,18:54,18:54,18:54,26.83,7
STARLINK-4743,STARLINK,3,18:56,18:56,18:56,55.29,7
STARLINK-4743,STARLINK,4,18:58,18:58,18:58,26.37,7
STARLINK-4743,STARLINK,5,19:00,19:00,19:00,9.8,7
STARLINK-4743,STARLINK,6,20:34,20:34,20:34,6.29,7
STARLINK-4743,STARLINK,7,20:36,20:36,20:36,6.31,7
STARLINK-4745,STARLINK,1,19:42,19:42,19:42,10.27,8
STARLINK-4745,STARLINK,2,19:44,19:44,19:44,20.21,8
STARLINK-4745,STARLINK,3,19:46,19:46,19:46,21.94,8
STARLINK-4745,STARLINK,4,19:48,19:48,19:48,12.42,8
STARLINK-4745,STARLINK,5,21:22,21:22,21:22,11.7,8
STARLINK-4745,STARLINK,6,21:24,21:24,21:24,17.49,8
STARLINK-4745,STARLINK,7,21:26,21:26,21:26,14.22,8
STARLINK-4745,STARLINK,8,21:28,21:28,21:28,6.52,8
STARLINK-4746,STARLINK,1,19:32,19:32,19:32,12.65,8
STARLINK-4746,STARLINK,2,19:34,19:34,19:34,17.56,8
STARLINK-4746,STARLINK,3,19:36,19:36,19:36,13.29,8
STARLINK-4746,STARLINK,4,19:38,19:38,19:38,5.6,8
STARLINK-4746,STARLINK,5,21:10,21:10,21:10,10.23,8
STARLINK-4746,STARLINK,6,21:12,21:12,21:12,20.45,8
STARLINK-4746,STARLINK,7,21:14,21:14,21:14,22.44,8
STARLINK-4746,STARLINK,8,21:16,21:16,21:16,12.68,8
STARLINK-4747,STARLINK,1,21:00,21:00,21:00,5.61,5
STARLINK-4747,STARLINK,2,21:02,21:02,21:02,18.43,5
STARLINK-4747,STARLINK,3,21:04,21:04,21:04,52.42,5
STARLINK-4747,STARLINK,4,21:06,21:06,21:06,46.55,5
STARLINK-4747,STARLINK,5,21:08,21:08,21:08,16.65,5
STARLINK-4748,STARLINK,1,18:16,18:16,18:16,16.88,5
STARLINK-4748,STARLINK,2,18:18,18:18,18:18,46.89,5
STARLINK-4748,STARLINK,3,18:20,18:20,18:20,50.12,5
STARLINK-4748,STARLINK,4,18:22,18:22,18:22,17.94,5
STARLINK-4748,STARLINK,5,18:24,18:24,18:24,5.39,5
STARLINK-4750,STARLINK,1,20:14,20:14,20:14,8.44,7
STARLINK-4750,STARLINK,2,20:16,20:16,20:16,23.76,7
STARLINK-4750,STARLINK,3,20:18,20:18,20:18,57.82,7
STARLINK-4750,STARLINK,4,20:20,20:20,20:20,31.18,7
STARLINK-4750,STARLINK,5,20:22,20:22,20:22,11.75,7
STARLINK-4750,STARLINK,6,21:56,21:56,21:56,5.34,7
STARLINK-4750,STARLINK,7,21:58,21:58,21:58,5.92,7
STARLINK-4751,STARLINK,1,20:18,20:18,20:18,11.15,7
STARLINK-4751,STARLINK,2,20:20,20:20,20:20,19.37,7
STARLINK-4751,STARLINK,3,20:22,20:22,20:22,18.21,7
STARLINK-4751,STARLINK,4,20:24,20:24,20:24,9.53,7
STARLINK-4751,STARLINK,5,21:56,21:56,21:56,6.15,7
STARLINK-4751,STARLINK,6,21:58,21:58,21:58,14.77,7
STARLINK-4751,STARLINK,7,22:00,22:00,22:00,20.13,7
STARLINK-4753,STARLINK,1,19:58,19:58,19:58,10.1,9
STARLINK-4753,STARLINK,2,20:00,20:00,20:00,24.31,9
STARLINK-4753,STARLINK,3,20:02,20:02,20:02,35.69,9
STARLINK-4753,STARLINK,4,20:04,20:04,20:04,19.87,9
STARLINK-4753,STARLINK,5,20:06,20:06,20:06,7.44,9
STARLINK-4753,STARLINK,6,21:38,21:38,21:38,6.24,9
STARLINK-4753,STARLINK,7,21:40,21:40,21:40,10.61,9
STARLINK-4753,STARLINK,8,21:42,21:42,21:42,10.01,9
STARLINK-4753,STARLINK,9,21:44,21:44,21:44,5.1,9
STARLINK-4754,STARLINK,1,19:52,19:52,19:52,7.1,9
STARLINK-4754,STARLINK,2,19:54,19:54,19:54,18.56,9
STARLINK-4754,STARLINK,3,19:56,19:56,19:56,30.85,9
STARLINK-4754,STARLINK,4,19:58,19:58,19:58,21.74,9
STARLINK-4754,STARLINK,5,20:00,20:00,20:00,9.23,9
STARLINK-4754,STARLINK,6,21:32,21:32,21:32,5.84,9
STARLINK-4754,STARLINK,7,21:34,21:34,21:34,11.56,9
STARLINK-4754,STARLINK,8,21:36,21:36,21:36,12.57,9
STARLINK-4754,STARLINK,9,21:38,21:38,21:38,7.71,9
STARLINK-4755,STARLINK,1,19:26,19:26,19:26,9.46,9
STARLINK-4755,STARLINK,2,19:28,19:28,19:28,14.89,9
STARLINK-4755,STARLINK,3,19:30,19:30,19:30,13.18,9
STARLINK-4755,STARLINK,4,19:32,19:32,19:32,6.55,9
STARLINK-4755,STARLINK,5,21:04,21:04,21:04,8.59,9
STARLINK-4755,STARLINK,6,21:06,21:06,21:06,19.96,9
STARLINK-4755,STARLINK,7,21:08,21:08,21:08,27.41,9
STARLINK-4755,STARLINK,8,21:10,21:10,21:10,17.15,9
STARLINK-4755,STARLINK,9,21:12,21:12,21:12,6.58,9
STARLINK-4756,STARLINK,1,19:52,19:52,19:52,9.08,8
STARLINK-4756,STARLINK,2,19:54,19:54,19:54,9.4,8
STARLINK-4756,STARLINK,3,19:56,19:56,19:56,5.33,8
STARLINK-4756,STARLINK,4,21:28,21:28,21:28,7.15,8
STARLINK-4756,STARLINK,5,21:30,21:30,21:30,20.26,8
STARLINK-4756,STARLINK,6,21:32,21:32,21:32,42.02,8
STARLINK-4756,STARLINK,7,21:34,21:34,21:34,28.78,8
STARLINK-4756,STARLINK,8,21:36,21:36,21:36,11.7,8
STARLINK-4757,STARLINK,1,20:12,20:12,20:12,8.71,8
STARLINK-4757,STARLINK,2,20:14,20:14,20:14,16.83,8
STARLINK-4757,STARLINK,3,20:16,20:16,20:16,18.32,8
STARLINK-4757,STARLINK,4,20:18,20:18,20:18,10.88,8
STARLINK-4757,STARLINK,5,21:52,21:52,21:52,13.51,8
STARLINK-4757,STARLINK,6,21:54,21:54,21:54,21.33,8
STARLINK-4757,STARLINK,7,21:56,21:56,21:56,17.34,8
STARLINK-4757,STARLINK,8,21:58,21:58,21:58,8.07,8
STARLINK-4758,STARLINK,1,20:28,20:28,20:28,8.3,5
STARLINK-4758,STARLINK,2,20:30,20:30,20:30,19.43,5
STARLINK-4758,STARLINK,3,20:32,20:32,20:32,27.18,5
STARLINK-4758,STARLINK,4,20:34,20:34,20:34,17.45,5
STARLINK-4758,STARLINK,5,20:36,20:36,20:36,6.84,5
STARLINK-4759,STARLINK,1,20:02,20:02,20:02,9.54,8
STARLINK-4759,STARLINK,2,20:04,20:04,20:04,13.41,8
STARLINK-4759,STARLINK,3,20:06,20:06,20:06,10.69,8
STARLINK-4759,STARLINK,4,21:40,21:40,21:40,11.11,8
STARLINK-4759,STARLINK,5,21:42,21:42,21:42,24.63,8
STARLINK-4759,STARLINK,6,21:44,21:44,21:44,30.09,8
STARLINK-4759,STARLINK,7,21:46,21:46,21:46,16.21,8
STARLINK-4759,STARLINK,8,21:48,21:48,21:48,5.5,8
STARLINK-4760,STARLINK,1,19:46,19:46,19:46,6.96,8
STARLINK-4760,STARLINK,2,19:48,19:48,19:48,8.27,8
STARLINK-4760,STARLINK,3,19:50,19:50,19:50,5.37,8
STARLINK-4760,STARLINK,4,21:22,21:22,21:22,5.06,8
STARLINK-4760,STARLINK,5,21:24,21:24,21:24,16.93,8
STARLINK-4760,STARLINK,6,21:26,21:26,21:26,41.65,8
STARLINK-4760,STARLINK,7,21:28,21:28,21:28,39.2,8
STARLINK-4760,STARLINK,8,21:30,21:30,21:30,15.79,8
STARLINK-4761,STARLINK,1,19:36,19:36,19:36,5.55,6
STARLINK-4761,STARLINK,2,21:12,21:12,21:12,10.74,6
STARLINK-4761,STARLINK,3,21:14,21:14,21:14,29.61,6
STARLINK-4761,STARLINK,4,21:16,21:16,21:16,73.56,6
STARLINK-4761,STARLINK,5,21:18,21:18,21:18,27.43,6
STARLINK-4761,STARLINK,6,21:20,21:20,21:20,9.87,6
STARLINK-4762,STARLINK,1,18:44,18:44,18:44,10.5,5
STARLINK-4762,STARLINK,2,18:46,18:46,18:46,28.08,5
STARLINK-4762,STARLINK,3,18:48,18:48,18:48,56.33,5
STARLINK-4762,STARLINK,4,18:50,18:50,18:50,25.51,5
STARLINK-4762,STARLINK,5,18:52,18:52,18:52,9.35,5
STARLINK-4763,STARLINK,1,18:00,18:00,18:00,8.72,1
STARLINK-4764,STARLINK,1,20:06,20:06,20:06,5.52,8
STARLINK-4764,STARLINK,2,20:08,20:08,20:08,12.44,8
STARLINK-4764,STARLINK,3,20:10,20:10,20:10,15.45,8
STARLINK-4764,STARLINK,4,20:12,20:12,20:12,10.73,8
STARLINK-4764,STARLINK,5,21:46,21:46,21:46,12.84,8
STARLINK-4764,STARLINK,6,21:48,21:48,21:48,24.61,8
STARLINK-4764,STARLINK,7,21:50,21:50,21:50,23.86,8
STARLINK-4764,STARLINK,8,21:52,21:52,21:52,12.08,8
STARLINK-4766,STARLINK,1,20:04,20:04,20:04,5.95,8
STARLINK-4766,STARLINK,2,20:06,20:06,20:06,18.1,8
STARLINK-4766,STARLINK,3,20:08,20:08,20:08,40.02,8
