# # 3I/ATLAS Optical Spectroscopy - Complete Pipeline Data with Uncertainties (2" FWHM Aperture)
# # Generated: 2025-08-08 19:12:25
# # Author: Rohan Rahatgaonkar, Thomas Puzia
# # Observation Date: 2025-07-03
# # Instrument: Goodman Spectrograph
# # Telescope: SOAR 4.1m
# #
# # DATA PROCESSING PIPELINE:
# # 1. Pre-flux calibration: Extracted spectra, wavelength calibrated
# # 2. Flux calibration: Sensitivity function from CD-32 9927 (Hamuy et al.)
# # 3. Solar analog method: HIP 90136 G2V star for solar normalization  
# # 4. SOLSPEC method: Meftah et al. 2018 solar reference spectrum
# # 5. Normalization: All spectra normalized to 1.0 at 6000Å
# # 6. Smoothing: Gaussian smoothing with 5Å FWHM
# # 7. Uncertainty propagation: CCD noise propagated through entire pipeline
# #
# # COLUMNS:
# # 0  Wavelength (Å)
# # 1  Pre-calibration reflectance (solar analog method)
# # 2  Flux-calibrated comet spectrum (erg s⁻¹ cm⁻² Å⁻¹, solar analog)
# # 3  Flux-calibrated solar analog spectrum (erg s⁻¹ cm⁻² Å⁻¹)
# # 4  Reflectance spectrum (solar analog method)
# # 5  Flux-calibrated comet spectrum (erg s⁻¹ cm⁻² Å⁻¹, SOLSPEC)
# # 6  SOLSPEC interpolated flux (erg s⁻¹ cm⁻² Å⁻¹)
# # 7  Reflectance spectrum (SOLSPEC method)
# # 8  Normalized reflectance (solar analog, norm @ 6000Å)
# # 9  Normalized reflectance (SOLSPEC, norm @ 6000Å)
# # 10 Smoothed normalized reflectance (solar analog, 5Å FWHM)
# # 11 Smoothed normalized reflectance (SOLSPEC, 5Å FWHM)
# # 12 Uncertainty - normalized reflectance (solar analog)
# # 13 Uncertainty - normalized reflectance (SOLSPEC)
# # 14 Uncertainty - smoothed reflectance (solar analog, 5Å FWHM)
# # 15 Uncertainty - smoothed reflectance (SOLSPEC, 5Å FWHM)
# #
# # Wavelength_Å  Pre_Refl_SA  Flux_Comet_SA  Flux_Solar_SA  Refl_SA  Flux_Comet_SOLSPEC  SOLSPEC_Flux  Refl_SOLSPEC  Norm_Refl_SA  Norm_Refl_SOLSPEC  Smooth_Refl_SA  Smooth_Refl_SOLSPEC  Unc_Norm_SA  Unc_Norm_SOLSPEC  Unc_Smooth_SA  Unc_Smooth_SOLSPEC
6098.60  6.251320e-03  6.486817e-16  1.037672e-13  6.251320e-03  6.486817e-16  1.754905e+02  3.696393e-18  9.296938e-01  9.212910e-01  9.296938e-01  9.212910e-01  5.822264e-02  5.673940e-02  5.822264e-02  5.673940e-02
6100.59  6.517619e-03  6.693847e-16  1.027039e-13  6.517619e-03  6.693847e-16  1.753970e+02  3.816397e-18  9.692976e-01  9.512010e-01  9.692976e-01  9.512010e-01  5.964068e-02  5.751439e-02  5.964068e-02  5.751439e-02
6102.59  6.939730e-03  7.048361e-16  1.015653e-13  6.939730e-03  7.048361e-16  1.689282e+02  4.172401e-18  1.032074e+00  1.039932e+00  1.032074e+00  1.039932e+00  6.168556e-02  6.101202e-02  6.168556e-02  6.101202e-02
6104.59  6.965404e-03  7.052128e-16  1.012451e-13  6.965404e-03  7.052128e-16  1.681288e+02  4.194479e-18  1.035892e+00  1.045434e+00  1.035892e+00  1.045434e+00  6.188077e-02  6.130264e-02  6.188077e-02  6.130264e-02
6106.58  6.475578e-03  6.678502e-16  1.031337e-13  6.475578e-03  6.678502e-16  1.673421e+02  3.990928e-18  9.630453e-01  9.947011e-01  9.630453e-01  9.947011e-01  5.930460e-02  6.019701e-02  5.930460e-02  6.019701e-02
6108.58  6.781448e-03  7.074359e-16  1.043193e-13  6.781448e-03  7.074359e-16  1.719303e+02  4.114666e-18  1.008534e+00  1.025542e+00  1.008534e+00  1.025542e+00  6.013264e-02  6.002072e-02  6.013264e-02  6.002072e-02
6110.58  6.731907e-03  7.037802e-16  1.045440e-13  6.731907e-03  7.037802e-16  1.724674e+02  4.080656e-18  1.001166e+00  1.017065e+00  1.001166e+00  1.017065e+00  5.985078e-02  5.968737e-02  5.985078e-02  5.968737e-02
6112.58  6.797636e-03  7.096301e-16  1.043937e-13  6.797636e-03  7.096301e-16  1.750758e+02  4.053274e-18  1.010942e+00  1.010240e+00  1.010942e+00  1.010240e+00  6.011351e-02  5.897001e-02  6.011351e-02  5.897001e-02
6114.57  7.053833e-03  7.330235e-16  1.039185e-13  7.053833e-03  7.330235e-16  1.758215e+02  4.169133e-18  1.049043e+00  1.039117e+00  1.049043e+00  1.039117e+00  6.122947e-02  5.950139e-02  6.122947e-02  5.950139e-02
6116.57  7.451665e-03  7.681223e-16  1.030806e-13  7.451665e-03  7.681223e-16  1.745971e+02  4.399399e-18  1.108209e+00  1.096509e+00  1.108209e+00  1.096509e+00  6.302255e-02  6.111095e-02  6.302255e-02  6.111095e-02
6118.57  7.504567e-03  7.693681e-16  1.025200e-13  7.504567e-03  7.693681e-16  1.756543e+02  4.380012e-18  1.116076e+00  1.091677e+00  1.116076e+00  1.091677e+00  6.339732e-02  6.076830e-02  6.339732e-02  6.076830e-02
6120.56  7.141545e-03  7.251019e-16  1.015329e-13  7.141545e-03  7.251019e-16  1.748094e+02  4.147958e-18  1.062088e+00  1.033839e+00  1.062088e+00  1.033839e+00  6.230417e-02  5.951211e-02  6.230417e-02  5.951211e-02
6122.56  6.651847e-03  6.724677e-16  1.010949e-13  6.651847e-03  6.724677e-16  1.714504e+02  3.922229e-18  9.892600e-01  9.775784e-01  9.892600e-01  9.775784e-01  6.051116e-02  5.877090e-02  6.051116e-02  5.877090e-02
6124.56  6.512091e-03  6.603942e-16  1.014105e-13  6.512091e-03  6.603942e-16  1.705965e+02  3.871090e-18  9.684756e-01  9.648325e-01  9.684756e-01  9.648325e-01  5.982841e-02  5.860864e-02  5.982841e-02  5.860864e-02
6126.56  6.811120e-03  6.915921e-16  1.015387e-13  6.811120e-03  6.915921e-16  1.718059e+02  4.025428e-18  1.012947e+00  1.003300e+00  1.012947e+00  1.003300e+00  6.092358e-02  5.929938e-02  6.092358e-02  5.929938e-02
6128.55  6.698954e-03  6.829735e-16  1.019523e-13  6.698954e-03  6.829735e-16  1.717253e+02  3.977128e-18  9.962657e-01  9.912616e-01  9.962657e-01  9.912616e-01  6.029226e-02  5.898132e-02  6.029226e-02  5.898132e-02
6130.55  6.643102e-03  6.779818e-16  1.020580e-13  6.643102e-03  6.779818e-16  1.724719e+02  3.930971e-18  9.879594e-01  9.797573e-01  9.879594e-01  9.797573e-01  6.000990e-02  5.852043e-02  6.000990e-02  5.852043e-02
6132.55  6.273716e-03  6.396437e-16  1.019561e-13  6.273716e-03  6.396437e-16  1.739248e+02  3.677703e-18  9.330244e-01  9.166327e-01  9.330244e-01  9.166327e-01  5.856096e-02  5.662786e-02  5.856096e-02  5.662786e-02
6134.54  6.301115e-03  6.370825e-16  1.011063e-13  6.301115e-03  6.370825e-16  1.772991e+02  3.593264e-18  9.370992e-01  8.955870e-01  9.370992e-01  8.955870e-01  5.896317e-02  5.545111e-02  5.896317e-02  5.545111e-02
6136.54  6.804342e-03  6.707897e-16  9.858260e-14  6.804342e-03  6.707897e-16  1.684286e+02  3.982635e-18  1.011939e+00  9.926341e-01  1.011939e+00  9.926341e-01  6.187641e-02  5.964002e-02  6.187641e-02  5.964002e-02
6138.54  7.197568e-03  7.022040e-16  9.756129e-14  7.197568e-03  7.022040e-16  1.649866e+02  4.256129e-18  1.070419e+00  1.060800e+00  1.070419e+00  1.060800e+00  6.383128e-02  6.207499e-02  6.383128e-02  6.207499e-02
6140.54  7.017805e-03  6.960777e-16  9.918737e-14  7.017805e-03  6.960777e-16  1.633636e+02  4.260911e-18  1.043685e+00  1.061992e+00  1.043685e+00  1.061992e+00  6.254861e-02  6.245901e-02  6.254861e-02  6.245901e-02
6142.53  7.065067e-03  7.075450e-16  1.001470e-13  7.065067e-03  7.075450e-16  1.705554e+02  4.148476e-18  1.050714e+00  1.033969e+00  1.050714e+00  1.033969e+00  6.240787e-02  6.023915e-02  6.240787e-02  6.023915e-02
6144.53  6.879414e-03  6.903066e-16  1.003438e-13  6.879414e-03  6.903066e-16  1.699434e+02  4.061980e-18  1.023104e+00  1.012410e+00  1.023104e+00  1.012410e+00  6.160100e-02  5.982219e-02  6.160100e-02  5.982219e-02
6146.53  6.854486e-03  6.902234e-16  1.006966e-13  6.854486e-03  6.902234e-16  1.716829e+02  4.020338e-18  1.019396e+00  1.002031e+00  1.019396e+00  1.002031e+00  6.135927e-02  5.919996e-02  6.135927e-02  5.919996e-02
6148.52  7.327184e-03  7.400402e-16  1.009993e-13  7.327184e-03  7.400402e-16  1.716841e+02  4.310475e-18  1.089696e+00  1.074345e+00  1.089696e+00  1.074345e+00  6.305650e-02  6.094568e-02  6.305650e-02  6.094568e-02
6150.52  6.499880e-03  6.566618e-16  1.010268e-13  6.499880e-03  6.566618e-16  1.732678e+02  3.789867e-18  9.666595e-01  9.445884e-01  9.666595e-01  9.445884e-01  5.974389e-02  5.738615e-02  5.974389e-02  5.738615e-02
6152.52  6.294839e-03  6.354336e-16  1.009452e-13  6.294839e-03  6.354336e-16  1.747068e+02  3.637142e-18  9.361659e-01  9.065233e-01  9.361659e-01  9.065233e-01  5.890953e-02  5.611246e-02  5.890953e-02  5.611246e-02
6154.51  6.353584e-03  6.348023e-16  9.991248e-14  6.353584e-03  6.348023e-16  1.736950e+02  3.654696e-18  9.449024e-01  9.108984e-01  9.449024e-01  9.108984e-01  5.946134e-02  5.638352e-02  5.946134e-02  5.638352e-02
6156.51  6.569775e-03  6.487972e-16  9.875486e-14  6.569775e-03  6.487972e-16  1.732513e+02  3.744834e-18  9.770542e-01  9.333644e-01  9.770542e-01  9.333644e-01  6.071786e-02  5.701783e-02  6.071786e-02  5.701783e-02
6158.51  6.413617e-03  6.277002e-16  9.786993e-14  6.413617e-03  6.277002e-16  1.720619e+02  3.648108e-18  9.538305e-01  9.092564e-01  9.538305e-01  9.092564e-01  6.036856e-02  5.660238e-02  6.036856e-02  5.660238e-02
6160.51  6.757919e-03  6.506733e-16  9.628310e-14  6.757919e-03  6.506733e-16  1.710826e+02  3.803271e-18  1.005035e+00  9.479292e-01  1.005035e+00  9.479292e-01  6.226603e-02  5.773268e-02  6.226603e-02  5.773268e-02
6162.50  6.487984e-03  6.205952e-16  9.565301e-14  6.487984e-03  6.205952e-16  1.623787e+02  3.821900e-18  9.648903e-01  9.525725e-01  9.648903e-01  9.525725e-01  6.136506e-02  5.961326e-02  6.136506e-02  5.961326e-02
6164.50  6.058549e-03  5.809565e-16  9.589037e-14  6.058549e-03  5.809565e-16  1.609910e+02  3.608627e-18  9.010249e-01  8.994163e-01  9.010249e-01  8.994163e-01  5.949223e-02  5.850764e-02  5.949223e-02  5.850764e-02
6166.50  6.212891e-03  6.015691e-16  9.682597e-14  6.212891e-03  6.015691e-16  1.647466e+02  3.651480e-18  9.239786e-01  9.100970e-01  9.239786e-01  9.100970e-01  5.977504e-02  5.797019e-02  5.977504e-02  5.797019e-02
6168.49  7.156878e-03  6.950623e-16  9.711809e-14  7.156878e-03  6.950623e-16  1.670090e+02  4.161826e-18  1.064368e+00  1.037296e+00  1.064368e+00  1.037296e+00  6.342422e-02  6.068954e-02  6.342422e-02  6.068954e-02
6170.49  7.167363e-03  6.961256e-16  9.712436e-14  7.167363e-03  6.961256e-16  1.638320e+02  4.249022e-18  1.065927e+00  1.059028e+00  1.065927e+00  1.059028e+00  6.343029e-02  6.187568e-02  6.343029e-02  6.187568e-02
6172.49  6.834146e-03  6.688554e-16  9.786964e-14  6.834146e-03  6.688554e-16  1.631845e+02  4.098769e-18  1.016371e+00  1.021579e+00  1.016371e+00  1.021579e+00  6.184233e-02  6.107301e-02  6.184233e-02  6.107301e-02
6174.49  6.494724e-03  6.415898e-16  9.878630e-14  6.494724e-03  6.415898e-16  1.678913e+02  3.821460e-18  9.658927e-01  9.524627e-01  9.658927e-01  9.524627e-01  6.015152e-02  5.832527e-02  6.015152e-02  5.832527e-02
6176.48  6.566215e-03  6.525319e-16  9.937717e-14  6.566215e-03  6.525319e-16  1.687997e+02  3.865717e-18  9.765248e-01  9.634936e-01  9.765248e-01  9.634936e-01  6.021599e-02  5.840775e-02  6.021599e-02  5.840775e-02
6178.48  6.390903e-03  6.373467e-16  9.972718e-14  6.390903e-03  6.373467e-16  1.700555e+02  3.747876e-18  9.504524e-01  9.341226e-01  9.504524e-01  9.341226e-01  5.939141e-02  5.741770e-02  5.939141e-02  5.741770e-02
6180.48  6.057472e-03  6.092925e-16  1.005853e-13  6.057472e-03  6.092925e-16  1.701440e+02  3.581041e-18  9.008647e-01  8.925406e-01  9.008647e-01  8.925406e-01  5.777716e-02  5.636066e-02  5.777716e-02  5.636066e-02
6182.47  6.180526e-03  6.257113e-16  1.012392e-13  6.180526e-03  6.257113e-16  1.728679e+02  3.619593e-18  9.191653e-01  9.021492e-01  9.191653e-01  9.021492e-01  5.810214e-02  5.611982e-02  5.810214e-02  5.611982e-02
6184.47  6.507521e-03  6.602896e-16  1.014656e-13  6.507521e-03  6.602896e-16  1.742851e+02  3.788560e-18  9.677959e-01  9.442629e-01  9.677959e-01  9.442629e-01  5.939161e-02  5.696356e-02  5.939161e-02  5.696356e-02
6186.47  6.539266e-03  6.609532e-16  1.010745e-13  6.539266e-03  6.609532e-16  1.745594e+02  3.786409e-18  9.725170e-01  9.437268e-01  9.725170e-01  9.437268e-01  5.972005e-02  5.695109e-02  5.972005e-02  5.695109e-02
6188.47  6.732653e-03  6.758097e-16  1.003779e-13  6.732653e-03  6.758097e-16  1.732126e+02  3.901619e-18  1.001277e+00  9.724416e-01  1.001277e+00  9.724416e-01  6.075808e-02  5.795552e-02  6.075808e-02  5.795552e-02
6190.46  7.141030e-03  7.108830e-16  9.954908e-14  7.141030e-03  7.108830e-16  1.685189e+02  4.218417e-18  1.062011e+00  1.051401e+00  1.062011e+00  1.051401e+00  6.266293e-02  6.086463e-02  6.266293e-02  6.086463e-02
6192.46  7.523304e-03  7.472415e-16  9.932358e-14  7.523304e-03  7.472415e-16  1.668980e+02  4.477234e-18  1.118863e+00  1.115908e+00  1.118863e+00  1.115908e+00  6.423075e-02  6.278347e-02  6.423075e-02  6.278347e-02
6194.46  7.500191e-03  7.516919e-16  1.002230e-13  7.500191e-03  7.516919e-16  1.669933e+02  4.501330e-18  1.115425e+00  1.121914e+00  1.115425e+00  1.121914e+00  6.382677e-02  6.291184e-02  6.382677e-02  6.291184e-02
6196.45  7.199527e-03  7.309394e-16  1.015260e-13  7.199527e-03  7.309394e-16  1.727118e+02  4.232134e-18  1.070711e+00  1.054819e+00  1.070711e+00  1.054819e+00  6.222944e-02  6.011355e-02  6.222944e-02  6.011355e-02
6198.45  7.068241e-03  7.224529e-16  1.022111e-13  7.068241e-03  7.224529e-16  1.736517e+02  4.160355e-18  1.051186e+00  1.036929e+00  1.051186e+00  1.036929e+00  6.149641e-02  5.949888e-02  6.149641e-02  5.949888e-02
6200.45  7.057483e-03  7.224236e-16  1.023628e-13  7.057483e-03  7.224236e-16  1.711888e+02  4.220039e-18  1.049586e+00  1.051805e+00  1.049586e+00  1.051805e+00  6.140484e-02  6.036066e-02  6.140484e-02  6.036066e-02
6202.45  7.089604e-03  7.284921e-16  1.027550e-13  7.089604e-03  7.284921e-16  1.710330e+02  4.259365e-18  1.054363e+00  1.061606e+00  1.054363e+00  1.061606e+00  6.140312e-02  6.064071e-02  6.140312e-02  6.064071e-02
6204.44  6.751804e-03  6.958326e-16  1.030588e-13  6.751804e-03  6.958326e-16  1.724980e+02  4.033859e-18  1.004126e+00  1.005401e+00  1.004126e+00  1.005401e+00  5.997514e-02  5.896775e-02  5.997514e-02  5.896775e-02
6206.44  6.748507e-03  6.959437e-16  1.031256e-13  6.748507e-03  6.959437e-16  1.751091e+02  3.974344e-18  1.003635e+00  9.905677e-01  1.003635e+00  9.905677e-01  5.994140e-02  5.809588e-02  5.994140e-02  5.809588e-02
6208.44  6.912079e-03  7.081203e-16  1.024468e-13  6.912079e-03  7.081203e-16  1.752668e+02  4.040242e-18  1.027962e+00  1.006992e+00  1.027962e+00  1.006992e+00  6.080352e-02  5.846693e-02  6.080352e-02  5.846693e-02
6210.43  7.057835e-03  7.196544e-16  1.019653e-13  7.057835e-03  7.196544e-16  1.762736e+02  4.082598e-18  1.049638e+00  1.017549e+00  1.049638e+00  1.017549e+00  6.152434e-02  5.852233e-02  6.152434e-02  5.852233e-02
6212.43  7.025581e-03  7.055003e-16  1.004188e-13  7.025581e-03  7.055003e-16  1.746531e+02  4.039437e-18  1.044842e+00  1.006791e+00  1.044842e+00  1.006791e+00  6.191969e-02  5.856063e-02  6.191969e-02  5.856063e-02
6214.43  7.003742e-03  6.976537e-16  9.961156e-14  7.003742e-03  6.976537e-16  1.717357e+02  4.062368e-18  1.041594e+00  1.012507e+00  1.041594e+00  1.012507e+00  6.209856e-02  5.925801e-02  6.209856e-02  5.925801e-02
6216.43  7.134070e-03  7.094824e-16  9.944988e-14  7.134070e-03  7.094824e-16  1.703335e+02  4.165254e-18  1.060976e+00  1.038150e+00  1.060976e+00  1.038150e+00  6.263744e-02  6.014563e-02  6.263744e-02  6.014563e-02
6218.42  6.896962e-03  6.875955e-16  9.969541e-14  6.896962e-03  6.875955e-16  1.712255e+02  4.015731e-18  1.025713e+00  1.000883e+00  1.025713e+00  1.000883e+00  6.156322e-02  5.900059e-02  6.156322e-02  5.900059e-02
6220.42  7.211756e-03  7.208743e-16  9.995823e-14  7.211756e-03  7.208743e-16  1.697779e+02  4.245984e-18  1.072529e+00  1.058271e+00  1.072529e+00  1.058271e+00  6.266338e-02  6.067285e-02  6.266338e-02  6.067285e-02
6222.42  6.975377e-03  7.022855e-16  1.006807e-13  6.975377e-03  7.022855e-16  1.688332e+02  4.159641e-18  1.037375e+00  1.036751e+00  1.037375e+00  1.036751e+00  6.147179e-02  6.032290e-02  6.147179e-02  6.032290e-02
6224.41  6.870214e-03  6.937769e-16  1.009833e-13  6.870214e-03  6.937769e-16  1.713252e+02  4.049475e-18  1.021735e+00  1.009293e+00  1.021735e+00  1.009293e+00  6.094145e-02  5.912459e-02  6.094145e-02  5.912459e-02
6226.41  6.170401e-03  6.222791e-16  1.008491e-13  6.170401e-03  6.222791e-16  1.742349e+02  3.571495e-18  9.176595e-01  8.901614e-01  9.176595e-01  8.901614e-01  5.818393e-02  5.554704e-02  5.818393e-02  5.554704e-02
6228.41  6.332170e-03  6.317882e-16  9.977437e-14  6.332170e-03  6.317882e-16  1.736433e+02  3.638426e-18  9.417177e-01  9.068432e-01  9.417177e-01  9.068432e-01  5.918539e-02  5.607080e-02  5.918539e-02  5.607080e-02
6230.40  6.702028e-03  6.589873e-16  9.832656e-14  6.702028e-03  6.589873e-16  1.677198e+02  3.929097e-18  9.967228e-01  9.792904e-01  9.967228e-01  9.792904e-01  6.115530e-02  5.906058e-02  6.115530e-02  5.906058e-02
6232.40  6.739798e-03  6.601258e-16  9.794444e-14  6.739798e-03  6.601258e-16  1.650614e+02  3.999273e-18  1.002340e+00  9.967811e-01  1.002340e+00  9.967811e-01  6.143414e-02  6.004698e-02  6.143414e-02  6.004698e-02
6234.40  6.638164e-03  6.582179e-16  9.915662e-14  6.638164e-03  6.582179e-16  1.667840e+02  3.946529e-18  9.872251e-01  9.836350e-01  9.872251e-01  9.836350e-01  6.060523e-02  5.935248e-02  6.060523e-02  5.935248e-02
6236.40  7.128251e-03  7.095509e-16  9.954067e-14  7.128251e-03  7.095509e-16  1.706289e+02  4.158445e-18  1.060111e+00  1.036453e+00  1.060111e+00  1.036453e+00  6.239981e-02  5.987273e-02  6.239981e-02  5.987273e-02
6238.39  6.900842e-03  6.824455e-16  9.889308e-14  6.900842e-03  6.824455e-16  1.703996e+02  4.004971e-18  1.026290e+00  9.982011e-01  1.026290e+00  9.982011e-01  6.170921e-02  5.895482e-02  6.170921e-02  5.895482e-02
6240.39  6.923264e-03  6.820419e-16  9.851450e-14  6.923264e-03  6.820419e-16  1.671013e+02  4.081608e-18  1.029625e+00  1.017302e+00  1.029625e+00  1.017302e+00  6.191647e-02  6.008651e-02  6.191647e-02  6.008651e-02
6242.39  7.294628e-03  7.167300e-16  9.825450e-14  7.294628e-03  7.167300e-16  1.680934e+02  4.263878e-18  1.084854e+00  1.062731e+00  1.084854e+00  1.062731e+00  6.346109e-02  6.098729e-02  6.346109e-02  6.098729e-02
6244.38  7.390030e-03  7.203686e-16  9.747845e-14  7.390030e-03  7.203686e-16  1.649884e+02  4.366178e-18  1.099042e+00  1.088229e+00  1.099042e+00  1.088229e+00  6.412618e-02  6.226812e-02  6.412618e-02  6.226812e-02
6246.38  7.578883e-03  7.369656e-16  9.723934e-14  7.578883e-03  7.369656e-16  1.623819e+02  4.538471e-18  1.127128e+00  1.131171e+00  1.127128e+00  1.131171e+00  6.496257e-02  6.389030e-02  6.496257e-02  6.389030e-02
6248.38  7.245640e-03  7.082359e-16  9.774648e-14  7.245640e-03  7.082359e-16  1.641448e+02  4.314702e-18  1.077569e+00  1.075399e+00  1.077569e+00  1.075399e+00  6.349036e-02  6.214198e-02  6.349036e-02  6.214198e-02
6250.38  7.023965e-03  6.875357e-16  9.788428e-14  7.023965e-03  6.875357e-16  1.697300e+02  4.050760e-18  1.044601e+00  1.009614e+00  1.044601e+00  1.009614e+00  6.256261e-02  5.933874e-02  6.256261e-02  5.933874e-02
6252.37  6.732923e-03  6.576795e-16  9.768114e-14  6.732923e-03  6.576795e-16  1.687934e+02  3.896358e-18  1.001318e+00  9.711305e-01  1.001318e+00  9.711305e-01  6.146810e-02  5.855749e-02  6.146810e-02  5.855749e-02
6254.37  6.891160e-03  6.634663e-16  9.627788e-14  6.891160e-03  6.634663e-16  1.634661e+02  4.058740e-18  1.024851e+00  1.011603e+00  1.024851e+00  1.011603e+00  6.258741e-02  6.067109e-02  6.258741e-02  6.067109e-02
6256.37  7.217137e-03  6.916887e-16  9.583976e-14  7.217137e-03  6.916887e-16  1.600545e+02  4.321582e-18  1.073330e+00  1.077113e+00  1.073330e+00  1.077113e+00  6.401967e-02  6.303976e-02  6.401967e-02  6.303976e-02
6258.36  7.228614e-03  7.027269e-16  9.721461e-14  7.228614e-03  7.027269e-16  1.622166e+02  4.332029e-18  1.075037e+00  1.079717e+00  1.075037e+00  1.079717e+00  6.354021e-02  6.259939e-02  6.354021e-02  6.259939e-02
6260.36  7.052117e-03  6.949092e-16  9.853909e-14  7.052117e-03  6.949092e-16  1.656729e+02  4.194466e-18  1.048788e+00  1.045431e+00  1.048788e+00  1.045431e+00  6.234326e-02  6.097821e-02  6.234326e-02  6.097821e-02
6262.36  6.442010e-03  6.384269e-16  9.910367e-14  6.442010e-03  6.384269e-16  1.682459e+02  3.794606e-18  9.580532e-01  9.457697e-01  9.580532e-01  9.457697e-01  5.967418e-02  5.791739e-02  5.967418e-02  5.791739e-02
6264.36  6.704430e-03  6.647732e-16  9.915432e-14  6.704430e-03  6.647732e-16  1.678520e+02  3.960473e-18  9.970802e-01  9.871105e-01  9.970802e-01  9.871105e-01  6.066889e-02  5.901216e-02  6.066889e-02  5.901216e-02
6266.35  7.805659e-03  7.734798e-16  9.909219e-14  7.805659e-03  7.734798e-16  1.676339e+02  4.614100e-18  1.160854e+00  1.150021e+00  1.160854e+00  1.150021e+00  6.489852e-02  6.297969e-02  6.489852e-02  6.297969e-02
6268.35  7.779789e-03  7.729015e-16  9.934735e-14  7.779789e-03  7.729015e-16  1.666916e+02  4.636716e-18  1.157007e+00  1.155658e+00  1.157007e+00  1.155658e+00  6.465895e-02  6.327624e-02  6.465895e-02  6.327624e-02
6270.35  7.590869e-03  7.543707e-16  9.937871e-14  7.590869e-03  7.543707e-16  1.678383e+02  4.494627e-18  1.128911e+00  1.120243e+00  1.128911e+00  1.120243e+00  6.391499e-02  6.217056e-02  6.391499e-02  6.217056e-02
6272.34  7.850570e-03  7.793723e-16  9.927589e-14  7.850570e-03  7.793723e-16  1.681065e+02  4.636181e-18  1.167534e+00  1.155524e+00  1.167534e+00  1.155524e+00  6.496193e-02  6.295677e-02  6.496193e-02  6.295677e-02
6274.34  7.837206e-03  7.762443e-16  9.904604e-14  7.837206e-03  7.762443e-16  1.691915e+02  4.587962e-18  1.165546e+00  1.143506e+00  1.165546e+00  1.143506e+00  6.497933e-02  6.242476e-02  6.497933e-02  6.242476e-02
6276.34  7.332443e-03  7.175475e-16  9.785927e-14  7.332443e-03  7.175475e-16  1.715359e+02  4.183075e-18  1.090478e+00  1.042592e+00  1.090478e+00  1.042592e+00  6.343412e-02  5.949347e-02  6.343412e-02  5.949347e-02
6278.34  7.191666e-03  6.919804e-16  9.621976e-14  7.191666e-03  6.919804e-16  1.712539e+02  4.040668e-18  1.069542e+00  1.007098e+00  1.069542e+00  1.007098e+00  6.344572e-02  5.865047e-02  6.344572e-02  5.865047e-02
6280.33  7.217408e-03  6.914434e-16  9.580217e-14  7.217408e-03  6.914434e-16  1.679741e+02  4.116368e-18  1.073370e+00  1.025966e+00  1.073370e+00  1.025966e+00  6.365923e-02  5.974138e-02  6.365923e-02  5.974138e-02
6282.33  7.235468e-03  6.967539e-16  9.629700e-14  7.235468e-03  6.967539e-16  1.673475e+02  4.163514e-18  1.076056e+00  1.037717e+00  1.076056e+00  1.037717e+00  6.352630e-02  6.013829e-02  6.352630e-02  6.013829e-02
6284.33  6.681702e-03  6.550200e-16  9.803191e-14  6.681702e-03  6.550200e-16  1.680809e+02  3.897052e-18  9.937000e-01  9.713034e-01  9.937000e-01  9.713034e-01  6.070045e-02  5.831770e-02  6.070045e-02  5.831770e-02
6286.32  6.794123e-03  6.687378e-16  9.842886e-14  6.794123e-03  6.687378e-16  1.709536e+02  3.911809e-18  1.010419e+00  9.749815e-01  1.010419e+00  9.749815e-01  6.097861e-02  5.780671e-02  6.097861e-02  5.780671e-02
6288.32  6.727615e-03  6.618003e-16  9.837071e-14  6.727615e-03  6.618003e-16  1.713869e+02  3.861440e-18  1.000528e+00  9.624275e-01  1.000528e+00  9.624275e-01  6.071145e-02  5.738300e-02  6.071145e-02  5.738300e-02
6290.32  6.727705e-03  6.615343e-16  9.832986e-14  6.727705e-03  6.615343e-16  1.702274e+02  3.886181e-18  1.000542e+00  9.685939e-01  1.000542e+00  9.685939e-01  6.070185e-02  5.774411e-02  6.070185e-02  5.774411e-02
6292.32  6.557352e-03  6.413488e-16  9.780605e-14  6.557352e-03  6.413488e-16  1.700480e+02  3.771574e-18  9.752068e-01  9.400292e-01  9.752068e-01  9.400292e-01  6.020526e-02  5.705876e-02  6.020526e-02  5.705876e-02
6294.31  7.007073e-03  6.842421e-16  9.765020e-14  7.007073e-03  6.842421e-16  1.700911e+02  4.022799e-18  1.042089e+00  1.002645e+00  1.042089e+00  1.002645e+00  6.204653e-02  5.861120e-02  6.204653e-02  5.861120e-02
6296.31  6.880265e-03  6.714658e-16  9.759302e-14  6.880265e-03  6.714658e-16  1.705482e+02  3.937104e-18  1.023230e+00  9.812859e-01  1.023230e+00  9.812859e-01  6.157843e-02  5.798754e-02  6.157843e-02  5.798754e-02
6298.31  7.124125e-03  6.815840e-16  9.567266e-14  7.124125e-03  6.815840e-16  1.689445e+02  4.034365e-18  1.059497e+00  1.005527e+00  1.059497e+00  1.005527e+00  6.323574e-02  5.889486e-02  6.323574e-02  5.889486e-02
6300.30  6.880975e-03  6.513419e-16  9.465838e-14  6.880975e-03  6.513419e-16  1.662246e+02  3.918445e-18  1.023336e+00  9.766354e-01  1.023336e+00  9.766354e-01  6.261125e-02  5.868725e-02  6.261125e-02  5.868725e-02
