target,const,baseline_passes,highcov_passes,delta_passes,baseline_peak_el,highcov_peak_el,delta_peak_el,baseline_samples,highcov_samples,delta_samples,new_in_highcov
STARLINK-36653,STARLINK,0,3,3,0.0,38.36,38.36,0,3,3,1
STARLINK-36435,STARLINK,0,3,3,0.0,38.34,38.34,0,3,3,1
STARLINK-36719,STARLINK,0,3,3,0.0,38.26,38.26,0,3,3,1
STARLINK-36404,STARLINK,0,3,3,0.0,37.55,37.55,0,3,3,1
STARLINK-2488,STARLINK,0,3,3,0.0,36.76,36.76,0,3,3,1
STARLINK-30513,STARLINK,0,3,3,0.0,36.65,36.65,0,3,3,1
STARLINK-36656,STARLINK,0,3,3,0.0,36.47,36.47,0,3,3,1
STARLINK-36652,STARLINK,0,3,3,0.0,36.39,36.39,0,3,3,1
STARLINK-36411,STARLINK,0,3,3,0.0,36.07,36.07,0,3,3,1
STARLINK-5076,STARLINK,0,3,3,0.0,35.87,35.87,0,3,3,1
STARLINK-11507 [DTC],STARLINK,0,3,3,0.0,35.26,35.26,0,3,3,1
STARLINK-11376 [DTC],STARLINK,0,3,3,0.0,35.19,35.19,0,3,3,1
STARLINK-11645 [DTC],STARLINK,0,3,3,0.0,34.89,34.89,0,3,3,1
STARLINK-11142 [DTC],STARLINK,0,3,3,0.0,34.44,34.44,0,3,3,1
STARLINK-11286 [DTC],STARLINK,0,3,3,0.0,34.24,34.24,0,3,3,1
STARLINK-36649,STARLINK,0,3,3,0.0,34.12,34.12,0,3,3,1
STARLINK-36579,STARLINK,0,3,3,0.0,33.63,33.63,0,3,3,1
STARLINK-36587,STARLINK,0,3,3,0.0,33.54,33.54,0,3,3,1
STARLINK-11631 [DTC],STARLINK,0,3,3,0.0,33.16,33.16,0,3,3,1
STARLINK-32956,STARLINK,0,3,3,0.0,31.95,31.95,0,3,3,1
STARLINK-11557 [DTC],STARLINK,0,3,3,0.0,31.33,31.33,0,3,3,1
STARLINK-11122 [DTC],STARLINK,0,3,3,0.0,31.26,31.26,0,3,3,1
STARLINK-6375,STARLINK,0,3,3,0.0,31.13,31.13,0,3,3,1
STARLINK-36657,STARLINK,0,3,3,0.0,30.52,30.52,0,3,3,1
STARLINK-11605 [DTC],STARLINK,0,3,3,0.0,30.5,30.5,0,3,3,1
STARLINK-1681,STARLINK,0,3,3,0.0,30.36,30.36,0,3,3,1
STARLINK-36594,STARLINK,0,3,3,0.0,29.92,29.92,0,3,3,1
STARLINK-11374 [DTC],STARLINK,0,3,3,0.0,29.88,29.88,0,3,3,1
STARLINK-36376,STARLINK,0,3,3,0.0,29.83,29.83,0,3,3,1
STARLINK-11472 [DTC],STARLINK,0,3,3,0.0,29.35,29.35,0,3,3,1
STARLINK-11498 [DTC],STARLINK,0,3,3,0.0,29.24,29.24,0,3,3,1
STARLINK-35725,STARLINK,0,3,3,0.0,28.78,28.78,0,3,3,1
STARLINK-1712,STARLINK,0,3,3,0.0,28.74,28.74,0,3,3,1
STARLINK-36588,STARLINK,0,3,3,0.0,28.71,28.71,0,3,3,1
STARLINK-32224,STARLINK,0,3,3,0.0,28.67,28.67,0,3,3,1
STARLINK-5771,STARLINK,0,3,3,0.0,28.13,28.13,0,3,3,1
STARLINK-11620 [DTC],STARLINK,0,3,3,0.0,27.89,27.89,0,3,3,1
STARLINK-30187,STARLINK,0,3,3,0.0,27.89,27.89,0,3,3,1
STARLINK-11587 [DTC],STARLINK,0,3,3,0.0,27.49,27.49,0,3,3,1
STARLINK-36655,STARLINK,0,3,3,0.0,27.48,27.48,0,3,3,1
STARLINK-3050,STARLINK,0,3,3,0.0,27.39,27.39,0,3,3,1
STARLINK-36659,STARLINK,0,3,3,0.0,26.73,26.73,0,3,3,1
STARLINK-35843,STARLINK,0,3,3,0.0,26.7,26.7,0,3,3,1
STARLINK-32205,STARLINK,0,3,3,0.0,26.62,26.62,0,3,3,1
STARLINK-36865,STARLINK,0,3,3,0.0,25.91,25.91,0,3,3,1
STARLINK-11622 [DTC],STARLINK,0,3,3,0.0,25.88,25.88,0,3,3,1
STARLINK-11252 [DTC],STARLINK,0,3,3,0.0,25.8,25.8,0,3,3,1
STARLINK-36622,STARLINK,0,3,3,0.0,25.8,25.8,0,3,3,1
STARLINK-1648,STARLINK,0,3,3,0.0,25.76,25.76,0,3,3,1
STARLINK-32557,STARLINK,0,3,3,0.0,25.37,25.37,0,3,3,1
STARLINK-1726,STARLINK,0,3,3,0.0,25.14,25.14,0,3,3,1
STARLINK-31557,STARLINK,0,3,3,0.0,24.61,24.61,0,3,3,1
STARLINK-36426,STARLINK,0,3,3,0.0,24.44,24.44,0,3,3,1
STARLINK-36809,STARLINK,0,3,3,0.0,24.26,24.26,0,3,3,1
STARLINK-11306 [DTC],STARLINK,0,3,3,0.0,24.25,24.25,0,3,3,1
STARLINK-11520 [DTC],STARLINK,0,3,3,0.0,24.15,24.15,0,3,3,1
STARLINK-11235 [DTC],STARLINK,0,3,3,0.0,23.87,23.87,0,3,3,1
STARLINK-4349,STARLINK,0,3,3,0.0,23.84,23.84,0,3,3,1
STARLINK-11610 [DTC],STARLINK,0,3,3,0.0,23.8,23.8,0,3,3,1
STARLINK-36639,STARLINK,0,3,3,0.0,23.51,23.51,0,3,3,1
STARLINK-36625,STARLINK,0,3,3,0.0,23.44,23.44,0,3,3,1
STARLINK-11479 [DTC],STARLINK,0,3,3,0.0,23.33,23.33,0,3,3,1
STARLINK-36564,STARLINK,0,3,3,0.0,23.29,23.29,0,3,3,1
STARLINK-36603,STARLINK,0,3,3,0.0,23.09,23.09,0,3,3,1
STARLINK-36636,STARLINK,0,3,3,0.0,22.92,22.92,0,3,3,1
STARLINK-1770,STARLINK,0,3,3,0.0,22.47,22.47,0,3,3,1
STARLINK-36771,STARLINK,0,3,3,0.0,22.1,22.1,0,3,3,1
STARLINK-11623 [DTC],STARLINK,0,3,3,0.0,21.72,21.72,0,3,3,1
STARLINK-35934,STARLINK,0,3,3,0.0,21.7,21.7,0,3,3,1
STARLINK-35310,STARLINK,0,3,3,0.0,21.63,21.63,0,3,3,1
STARLINK-11589 [DTC],STARLINK,0,3,3,0.0,21.53,21.53,0,3,3,1
STARLINK-30966,STARLINK,0,3,3,0.0,21.05,21.05,0,3,3,1
STARLINK-36352,STARLINK,0,3,3,0.0,20.83,20.83,0,3,3,1
STARLINK-36596,STARLINK,0,3,3,0.0,20.76,20.76,0,3,3,1
STARLINK-36758,STARLINK,0,3,3,0.0,20.57,20.57,0,3,3,1
STARLINK-31041,STARLINK,0,3,3,0.0,20.54,20.54,0,3,3,1
STARLINK-11602 [DTC],STARLINK,0,3,3,0.0,20.52,20.52,0,3,3,1
STARLINK-11144 [DTC],STARLINK,0,3,3,0.0,20.47,20.47,0,3,3,1
STARLINK-36591,STARLINK,0,3,3,0.0,20.17,20.17,0,3,3,1
STARLINK-11474 [DTC],STARLINK,0,3,3,0.0,20.12,20.12,0,3,3,1
STARLINK-36714,STARLINK,0,3,3,0.0,20.07,20.07,0,3,3,1
STARLINK-36391,STARLINK,0,3,3,0.0,19.89,19.89,0,3,3,1
STARLINK-1633,STARLINK,0,3,3,0.0,19.85,19.85,0,3,3,1
STARLINK-36726,STARLINK,0,3,3,0.0,19.71,19.71,0,3,3,1
STARLINK-11548 [DTC],STARLINK,0,3,3,0.0,19.51,19.51,0,3,3,1
STARLINK-11116 [DTC],STARLINK,0,3,3,0.0,19.16,19.16,0,3,3,1
STARLINK-36383,STARLINK,0,3,3,0.0,19.05,19.05,0,3,3,1
STARLINK-32801,STARLINK,0,3,3,0.0,18.92,18.92,0,3,3,1
STARLINK-11484 [DTC],STARLINK,0,3,3,0.0,18.85,18.85,0,3,3,1
STARLINK-11613 [DTC],STARLINK,0,3,3,0.0,18.82,18.82,0,3,3,1
STARLINK-36609,STARLINK,0,3,3,0.0,18.78,18.78,0,3,3,1
STARLINK-1728,STARLINK,0,3,3,0.0,18.71,18.71,0,3,3,1
STARLINK-32225,STARLINK,0,3,3,0.0,18.57,18.57,0,3,3,1
STARLINK-36584,STARLINK,0,3,3,0.0,18.55,18.55,0,3,3,1
STARLINK-3970,STARLINK,0,3,3,0.0,18.49,18.49,0,3,3,1
STARLINK-36616,STARLINK,0,3,3,0.0,18.46,18.46,0,3,3,1
STARLINK-31416,STARLINK,0,3,3,0.0,18.27,18.27,0,3,3,1
STARLINK-36559,STARLINK,0,3,3,0.0,18.23,18.23,0,3,3,1
STARLINK-31876,STARLINK,0,3,3,0.0,18.09,18.09,0,3,3,1
STARLINK-2736,STARLINK,0,3,3,0.0,17.93,17.93,0,3,3,1
STARLINK-33701,STARLINK,0,3,3,0.0,17.9,17.9,0,3,3,1
STARLINK-36936,STARLINK,0,3,3,0.0,17.86,17.86,0,3,3,1
STARLINK-32166,STARLINK,0,3,3,0.0,17.83,17.83,0,3,3,1
STARLINK-35091,STARLINK,0,3,3,0.0,17.64,17.64,0,3,3,1
STARLINK-36375,STARLINK,0,3,3,0.0,17.64,17.64,0,3,3,1
STARLINK-11080 [DTC],STARLINK,0,3,3,0.0,17.63,17.63,0,3,3,1
STARLINK-36569,STARLINK,0,3,3,0.0,17.62,17.62,0,3,3,1
STARLINK-34937,STARLINK,0,3,3,0.0,17.54,17.54,0,3,3,1
STARLINK-36563,STARLINK,0,3,3,0.0,17.38,17.38,0,3,3,1
STARLINK-36406,STARLINK,0,3,3,0.0,17.33,17.33,0,3,3,1
STARLINK-4336,STARLINK,0,3,3,0.0,17.21,17.21,0,3,3,1
STARLINK-32653,STARLINK,0,3,3,0.0,17.13,17.13,0,3,3,1
STARLINK-36297,STARLINK,0,3,3,0.0,17.08,17.08,0,3,3,1
STARLINK-36395,STARLINK,0,3,3,0.0,17.08,17.08,0,3,3,1
STARLINK-33731,STARLINK,0,3,3,0.0,17.03,17.03,0,3,3,1
STARLINK-32039,STARLINK,0,3,3,0.0,17.0,17.0,0,3,3,1
STARLINK-36953,STARLINK,0,3,3,0.0,16.89,16.89,0,3,3,1
STARLINK-34505,STARLINK,0,3,3,0.0,16.87,16.87,0,3,3,1
STARLINK-11617 [DTC],STARLINK,0,3,3,0.0,16.7,16.7,0,3,3,1
STARLINK-36631,STARLINK,0,3,3,0.0,16.65,16.65,0,3,3,1
STARLINK-2435,STARLINK,0,3,3,0.0,16.61,16.61,0,3,3,1
STARLINK-30971,STARLINK,0,3,3,0.0,16.59,16.59,0,3,3,1
STARLINK-34308,STARLINK,0,3,3,0.0,16.57,16.57,0,3,3,1
STARLINK-35542,STARLINK,0,3,3,0.0,16.48,16.48,0,3,3,1
STARLINK-11230 [DTC],STARLINK,0,3,3,0.0,16.42,16.42,0,3,3,1
STARLINK-11367 [DTC],STARLINK,0,3,3,0.0,16.41,16.41,0,3,3,1
STARLINK-1893,STARLINK,0,3,3,0.0,16.39,16.39,0,3,3,1
STARLINK-2410,STARLINK,0,3,3,0.0,16.35,16.35,0,3,3,1
STARLINK-33748,STARLINK,0,3,3,0.0,16.3,16.3,0,3,3,1
STARLINK-35994,STARLINK,0,3,3,0.0,16.19,16.19,0,3,3,1
STARLINK-36985,STARLINK,0,3,3,0.0,16.12,16.12,0,3,3,1
STARLINK-36403,STARLINK,0,3,3,0.0,16.1,16.1,0,3,3,1
STARLINK-36663,STARLINK,0,3,3,0.0,16.04,16.04,0,3,3,1
STARLINK-36341,STARLINK,0,3,3,0.0,15.98,15.98,0,3,3,1
STARLINK-36405,STARLINK,0,3,3,0.0,15.98,15.98,0,3,3,1
STARLINK-11133 [DTC],STARLINK,0,3,3,0.0,15.97,15.97,0,3,3,1
STARLINK-31989,STARLINK,0,3,3,0.0,15.87,15.87,0,3,3,1
STARLINK-36911,STARLINK,0,3,3,0.0,15.87,15.87,0,3,3,1
STARLINK-30440,STARLINK,0,3,3,0.0,15.84,15.84,0,3,3,1
STARLINK-31555,STARLINK,0,3,3,0.0,15.82,15.82,0,3,3,1
STARLINK-36967,STARLINK,0,3,3,0.0,15.81,15.81,0,3,3,1
STARLINK-31713,STARLINK,0,3,3,0.0,15.71,15.71,0,3,3,1
STARLINK-1260,STARLINK,0,3,3,0.0,15.68,15.68,0,3,3,1
STARLINK-36722,STARLINK,0,3,3,0.0,15.67,15.67,0,3,3,1
STARLINK-34333,STARLINK,0,3,3,0.0,15.65,15.65,0,3,3,1
STARLINK-1832,STARLINK,0,3,3,0.0,15.62,15.62,0,3,3,1
STARLINK-2041,STARLINK,0,3,3,0.0,15.58,15.58,0,3,3,1
STARLINK-4268,STARLINK,0,3,3,0.0,15.55,15.55,0,3,3,1
STARLINK-33589,STARLINK,0,3,3,0.0,15.53,15.53,0,3,3,1
STARLINK-36592,STARLINK,0,3,3,0.0,15.52,15.52,0,3,3,1
STARLINK-32145,STARLINK,0,3,3,0.0,15.47,15.47,0,3,3,1
STARLINK-35263,STARLINK,0,3,3,0.0,15.47,15.47,0,3,3,1
STARLINK-33637,STARLINK,0,3,3,0.0,15.45,15.45,0,3,3,1
STARLINK-1448,STARLINK,0,3,3,0.0,15.44,15.44,0,3,3,1
STARLINK-36991,STARLINK,0,3,3,0.0,15.36,15.36,0,3,3,1
STARLINK-11633 [DTC],STARLINK,0,3,3,0.0,15.31,15.31,0,3,3,1
STARLINK-36140,STARLINK,0,3,3,0.0,15.26,15.26,0,3,3,1
STARLINK-11504 [DTC],STARLINK,0,3,3,0.0,15.25,15.25,0,3,3,1
STARLINK-1972,STARLINK,0,3,3,0.0,15.2,15.2,0,3,3,1
STARLINK-3952,STARLINK,0,3,3,0.0,15.14,15.14,0,3,3,1
STARLINK-36910,STARLINK,0,3,3,0.0,15.13,15.13,0,3,3,1
STARLINK-32239,STARLINK,0,3,3,0.0,15.02,15.02,0,3,3,1
STARLINK-36724,STARLINK,0,3,3,0.0,15.02,15.02,0,3,3,1
STARLINK-34538,STARLINK,0,3,3,0.0,15.01,15.01,0,3,3,1
STARLINK-4607,STARLINK,0,3,3,0.0,15.0,15.0,0,3,3,1
STARLINK-11426 [DTC],STARLINK,0,3,3,0.0,14.99,14.99,0,3,3,1
STARLINK-11604 [DTC],STARLINK,0,3,3,0.0,14.99,14.99,0,3,3,1
STARLINK-1606,STARLINK,0,3,3,0.0,14.99,14.99,0,3,3,1
STARLINK-11413 [DTC],STARLINK,0,3,3,0.0,14.98,14.98,0,3,3,1
STARLINK-36498,STARLINK,0,3,3,0.0,14.98,14.98,0,3,3,1
STARLINK-36634,STARLINK,0,3,3,0.0,14.94,14.94,0,3,3,1
STARLINK-33752,STARLINK,0,3,3,0.0,14.89,14.89,0,3,3,1
STARLINK-11546 [DTC],STARLINK,0,3,3,0.0,14.77,14.77,0,3,3,1
STARLINK-31959,STARLINK,0,3,3,0.0,14.73,14.73,0,3,3,1
STARLINK-36862,STARLINK,0,3,3,0.0,14.68,14.68,0,3,3,1
STARLINK-35040,STARLINK,0,3,3,0.0,14.65,14.65,0,3,3,1
STARLINK-11318 [DTC],STARLINK,0,3,3,0.0,14.6,14.6,0,3,3,1
STARLINK-4020,STARLINK,0,3,3,0.0,14.59,14.59,0,3,3,1
STARLINK-11148 [DTC],STARLINK,0,3,3,0.0,14.53,14.53,0,3,3,1
STARLINK-31268,STARLINK,0,3,3,0.0,14.51,14.51,0,3,3,1
STARLINK-36566,STARLINK,0,3,3,0.0,14.51,14.51,0,3,3,1
STARLINK-1575,STARLINK,0,3,3,0.0,14.49,14.49,0,3,3,1
STARLINK-30287,STARLINK,0,3,3,0.0,14.47,14.47,0,3,3,1
STARLINK-32456,STARLINK,0,3,3,0.0,14.47,14.47,0,3,3,1
STARLINK-36903,STARLINK,0,3,3,0.0,14.39,14.39,0,3,3,1
STARLINK-3985,STARLINK,0,3,3,0.0,14.39,14.39,0,3,3,1
STARLINK-36481,STARLINK,0,3,3,0.0,14.38,14.38,0,3,3,1
STARLINK-36721,STARLINK,0,3,3,0.0,14.35,14.35,0,3,3,1
STARLINK-1286,STARLINK,0,3,3,0.0,14.28,14.28,0,3,3,1
STARLINK-11103 [DTC],STARLINK,0,3,3,0.0,14.25,14.25,0,3,3,1
STARLINK-35055,STARLINK,0,3,3,0.0,14.19,14.19,0,3,3,1
STARLINK-34663,STARLINK,0,3,3,0.0,14.13,14.13,0,3,3,1
STARLINK-35379,STARLINK,0,3,3,0.0,14.12,14.12,0,3,3,1
STARLINK-36690,STARLINK,0,3,3,0.0,14.08,14.08,0,3,3,1
STARLINK-5791,STARLINK,0,3,3,0.0,14.06,14.06,0,3,3,1
STARLINK-32287,STARLINK,0,3,3,0.0,14.03,14.03,0,3,3,1
STARLINK-36580,STARLINK,0,3,3,0.0,14.02,14.02,0,3,3,1
STARLINK-31955,STARLINK,0,3,3,0.0,13.99,13.99,0,3,3,1
STARLINK-3532,STARLINK,0,3,3,0.0,13.99,13.99,0,3,3,1
STARLINK-36544,STARLINK,0,3,3,0.0,13.92,13.92,0,3,3,1
STARLINK-32125,STARLINK,0,3,3,0.0,13.91,13.91,0,3,3,1
STARLINK-5940,STARLINK,0,3,3,0.0,13.83,13.83,0,3,3,1
STARLINK-4475,STARLINK,0,3,3,0.0,13.81,13.81,0,3,3,1
STARLINK-35179,STARLINK,0,3,3,0.0,13.77,13.77,0,3,3,1
STARLINK-31976,STARLINK,0,3,3,0.0,13.66,13.66,0,3,3,1
STARLINK-11249 [DTC],STARLINK,0,3,3,0.0,13.65,13.65,0,3,3,1
STARLINK-36994,STARLINK,0,3,3,0.0,13.63,13.63,0,3,3,1
STARLINK-32178,STARLINK,0,3,3,0.0,13.62,13.62,0,3,3,1
STARLINK-31560,STARLINK,0,3,3,0.0,13.59,13.59,0,3,3,1
STARLINK-35255,STARLINK,0,3,3,0.0,13.56,13.56,0,3,3,1
STARLINK-36888,STARLINK,0,3,3,0.0,13.56,13.56,0,3,3,1
STARLINK-5019,STARLINK,0,3,3,0.0,13.56,13.56,0,3,3,1
STARLINK-11614 [DTC],STARLINK,0,3,3,0.0,13.52,13.52,0,3,3,1
STARLINK-1458,STARLINK,0,3,3,0.0,13.51,13.51,0,3,3,1
STARLINK-11303 [DTC],STARLINK,0,3,3,0.0,13.48,13.48,0,3,3,1
STARLINK-32521,STARLINK,0,3,3,0.0,13.47,13.47,0,3,3,1
STARLINK-34496,STARLINK,0,3,3,0.0,13.44,13.44,0,3,3,1
STARLINK-3349,STARLINK,0,3,3,0.0,13.38,13.38,0,3,3,1
STARLINK-32268,STARLINK,0,3,3,0.0,13.37,13.37,0,3,3,1
STARLINK-1735,STARLINK,0,3,3,0.0,13.32,13.32,0,3,3,1
STARLINK-2396,STARLINK,0,3,3,0.0,13.32,13.32,0,3,3,1
STARLINK-34216,STARLINK,0,3,3,0.0,13.27,13.27,0,3,3,1
STARLINK-32167,STARLINK,0,3,3,0.0,13.26,13.26,0,3,3,1
STARLINK-5985,STARLINK,0,3,3,0.0,13.23,13.23,0,3,3,1
STARLINK-36427,STARLINK,0,3,3,0.0,13.22,13.22,0,3,3,1
STARLINK-36931,STARLINK,0,3,3,0.0,13.22,13.22,0,3,3,1
STARLINK-3923,STARLINK,0,3,3,0.0,13.18,13.18,0,3,3,1
STARLINK-30341,STARLINK,0,3,3,0.0,13.15,13.15,0,3,3,1
STARLINK-32019,STARLINK,0,3,3,0.0,13.12,13.12,0,3,3,1
STARLINK-4476,STARLINK,0,3,3,0.0,13.11,13.11,0,3,3,1
STARLINK-11636 [DTC],STARLINK,0,3,3,0.0,13.09,13.09,0,3,3,1
STARLINK-35605,STARLINK,0,3,3,0.0,13.09,13.09,0,3,3,1
STARLINK-36988,STARLINK,0,3,3,0.0,13.03,13.03,0,3,3,1
STARLINK-1364,STARLINK,0,3,3,0.0,13.02,13.02,0,3,3,1
STARLINK-4705,STARLINK,0,3,3,0.0,12.99,12.99,0,3,3,1
STARLINK-36626,STARLINK,0,3,3,0.0,12.96,12.96,0,3,3,1
STARLINK-34657,STARLINK,0,3,3,0.0,12.95,12.95,0,3,3,1
STARLINK-11653 [DTC],STARLINK,0,3,3,0.0,12.93,12.93,0,3,3,1
STARLINK-36736,STARLINK,0,3,3,0.0,12.92,12.92,0,3,3,1
STARLINK-36979,STARLINK,0,3,3,0.0,12.92,12.92,0,3,3,1
STARLINK-11294 [DTC],STARLINK,0,3,3,0.0,12.87,12.87,0,3,3,1
STARLINK-31509,STARLINK,0,3,3,0.0,12.87,12.87,0,3,3,1
STARLINK-31513,STARLINK,0,3,3,0.0,12.87,12.87,0,3,3,1
STARLINK-33600,STARLINK,0,3,3,0.0,12.86,12.86,0,3,3,1
STARLINK-30756,STARLINK,0,3,3,0.0,12.82,12.82,0,3,3,1
STARLINK-1680,STARLINK,0,3,3,0.0,12.81,12.81,0,3,3,1
STARLINK-32790,STARLINK,0,3,3,0.0,12.81,12.81,0,3,3,1
STARLINK-32423,STARLINK,0,3,3,0.0,12.8,12.8,0,3,3,1
STARLINK-6373,STARLINK,0,3,3,0.0,12.72,12.72,0,3,3,1
STARLINK-34522,STARLINK,0,3,3,0.0,12.66,12.66,0,3,3,1
STARLINK-36476,STARLINK,0,3,3,0.0,12.64,12.64,0,3,3,1
STARLINK-5984,STARLINK,0,3,3,0.0,12.64,12.64,0,3,3,1
STARLINK-2292,STARLINK,0,3,3,0.0,12.63,12.63,0,3,3,1
STARLINK-30505,STARLINK,0,3,3,0.0,12.5,12.5,0,3,3,1
STARLINK-2298,STARLINK,0,3,3,0.0,12.49,12.49,0,3,3,1
STARLINK-4584,STARLINK,0,3,3,0.0,12.45,12.45,0,3,3,1
STARLINK-11494 [DTC],STARLINK,0,3,3,0.0,12.42,12.42,0,3,3,1
STARLINK-5458,STARLINK,0,3,3,0.0,12.41,12.41,0,3,3,1
STARLINK-35087,STARLINK,0,3,3,0.0,12.4,12.4,0,3,3,1
STARLINK-34550,STARLINK,0,3,3,0.0,12.38,12.38,0,3,3,1
STARLINK-32271,STARLINK,0,3,3,0.0,12.37,12.37,0,3,3,1
STARLINK-5004,STARLINK,0,3,3,0.0,12.37,12.37,0,3,3,1
STARLINK-3871,STARLINK,0,3,3,0.0,12.31,12.31,0,3,3,1
STARLINK-6304,STARLINK,0,3,3,0.0,12.31,12.31,0,3,3,1
STARLINK-36847,STARLINK,0,3,3,0.0,12.28,12.28,0,3,3,1
STARLINK-3938,STARLINK,0,3,3,0.0,12.28,12.28,0,3,3,1
STARLINK-2424,STARLINK,0,3,3,0.0,12.26,12.26,0,3,3,1
STARLINK-35027,STARLINK,0,3,3,0.0,12.26,12.26,0,3,3,1
STARLINK-30318,STARLINK,0,3,3,0.0,12.24,12.24,0,3,3,1
STARLINK-32917,STARLINK,0,3,3,0.0,12.24,12.24,0,3,3,1
STARLINK-5706,STARLINK,0,3,3,0.0,12.24,12.24,0,3,3,1
STARLINK-36950,STARLINK,0,3,3,0.0,12.22,12.22,0,3,3,1
STARLINK-31571,STARLINK,0,3,3,0.0,12.21,12.21,0,3,3,1
STARLINK-31960,STARLINK,0,3,3,0.0,12.19,12.19,0,3,3,1
STARLINK-36351,STARLINK,0,3,3,0.0,12.19,12.19,0,3,3,1
STARLINK-5368,STARLINK,0,3,3,0.0,12.13,12.13,0,3,3,1
STARLINK-36051,STARLINK,0,3,3,0.0,12.1,12.1,0,3,3,1
STARLINK-3971,STARLINK,0,3,3,0.0,12.1,12.1,0,3,3,1
STARLINK-31016,STARLINK,0,3,3,0.0,12.09,12.09,0,3,3,1
STARLINK-31875,STARLINK,0,3,3,0.0,12.09,12.09,0,3,3,1
STARLINK-36494,STARLINK,0,3,3,0.0,12.09,12.09,0,3,3,1
STARLINK-33834,STARLINK,0,3,3,0.0,12.08,12.08,0,3,3,1
STARLINK-4683,STARLINK,0,3,3,0.0,12.08,12.08,0,3,3,1
STARLINK-5678,STARLINK,0,3,3,0.0,12.06,12.06,0,3,3,1
STARLINK-11319 [DTC],STARLINK,0,3,3,0.0,12.01,12.01,0,3,3,1
STARLINK-5107,STARLINK,0,3,3,0.0,11.98,11.98,0,3,3,1
STARLINK-30492,STARLINK,0,3,3,0.0,11.96,11.96,0,3,3,1
STARLINK-11547 [DTC],STARLINK,0,3,3,0.0,11.95,11.95,0,3,3,1
STARLINK-5766,STARLINK,0,3,3,0.0,11.92,11.92,0,3,3,1
STARLINK-4339,STARLINK,0,3,3,0.0,11.88,11.88,0,3,3,1
STARLINK-31995,STARLINK,0,3,3,0.0,11.87,11.87,0,3,3,1
STARLINK-3860,STARLINK,0,3,3,0.0,11.82,11.82,0,3,3,1
STARLINK-11264 [DTC],STARLINK,0,3,3,0.0,11.8,11.8,0,3,3,1
STARLINK-35185,STARLINK,0,3,3,0.0,11.79,11.79,0,3,3,1
STARLINK-31430,STARLINK,0,3,3,0.0,11.78,11.78,0,3,3,1
STARLINK-36827,STARLINK,0,3,3,0.0,11.78,11.78,0,3,3,1
STARLINK-30926,STARLINK,0,3,3,0.0,11.76,11.76,0,3,3,1
STARLINK-2031,STARLINK,0,3,3,0.0,11.72,11.72,0,3,3,1
STARLINK-5184,STARLINK,0,3,3,0.0,11.69,11.69,0,3,3,1
STARLINK-5091,STARLINK,0,3,3,0.0,11.68,11.68,0,3,3,1
STARLINK-36957,STARLINK,0,3,3,0.0,11.65,11.65,0,3,3,1
STARLINK-2257,STARLINK,0,3,3,0.0,11.64,11.64,0,3,3,1
STARLINK-6293,STARLINK,0,3,3,0.0,11.63,11.63,0,3,3,1
STARLINK-34667,STARLINK,0,3,3,0.0,11.6,11.6,0,3,3,1
STARLINK-5020,STARLINK,0,3,3,0.0,11.58,11.58,0,3,3,1
STARLINK-5101,STARLINK,0,3,3,0.0,11.58,11.58,0,3,3,1
STARLINK-32118,STARLINK,0,3,3,0.0,11.57,11.57,0,3,3,1
STARLINK-32227,STARLINK,0,3,3,0.0,11.56,11.56,0,3,3,1
STARLINK-33651,STARLINK,0,3,3,0.0,11.56,11.56,0,3,3,1
STARLINK-36497,STARLINK,0,3,3,0.0,11.55,11.55,0,3,3,1
STARLINK-32265,STARLINK,0,3,3,0.0,11.54,11.54,0,3,3,1
STARLINK-30524,STARLINK,0,3,3,0.0,11.53,11.53,0,3,3,1
STARLINK-5013,STARLINK,0,3,3,0.0,11.53,11.53,0,3,3,1
STARLINK-34604,STARLINK,0,3,3,0.0,11.51,11.51,0,3,3,1
STARLINK-36047,STARLINK,0,3,3,0.0,11.51,11.51,0,3,3,1
STARLINK-5217,STARLINK,0,3,3,0.0,11.51,11.51,0,3,3,1
STARLINK-11146 [DTC],STARLINK,0,3,3,0.0,11.45,11.45,0,3,3,1
STARLINK-34329,STARLINK,0,3,3,0.0,11.41,11.41,0,3,3,1
STARLINK-3514,STARLINK,0,3,3,0.0,11.39,11.39,0,3,3,1
STARLINK-35321,STARLINK,0,3,3,0.0,11.37,11.37,0,3,3,1
STARLINK-30333,STARLINK,0,3,3,0.0,11.32,11.32,0,3,3,1
STARLINK-31404,STARLINK,0,3,3,0.0,11.31,11.31,0,3,3,1
STARLINK-36537,STARLINK,0,3,3,0.0,11.3,11.3,0,3,3,1
STARLINK-33636,STARLINK,0,3,3,0.0,11.24,11.24,0,3,3,1
STARLINK-34371,STARLINK,0,3,3,0.0,11.19,11.19,0,3,3,1
STARLINK-31362,STARLINK,0,3,3,0.0,11.17,11.17,0,3,3,1
STARLINK-1843,STARLINK,0,3,3,0.0,11.14,11.14,0,3,3,1
STARLINK-34086,STARLINK,0,3,3,0.0,11.12,11.12,0,3,3,1
STARLINK-36343,STARLINK,0,3,3,0.0,11.12,11.12,0,3,3,1
STARLINK-32342,STARLINK,0,3,3,0.0,11.1,11.1,0,3,3,1
STARLINK-5607,STARLINK,0,3,3,0.0,11.1,11.1,0,3,3,1
STARLINK-31968,STARLINK,0,3,3,0.0,11.09,11.09,0,3,3,1
